# This data file is derived from:
# Peter M. Blau, Otis Dudley Duncan, David L. Featherman, and Robert M. Hauser. 
# OCCUPATIONAL CHANGES IN A GENERATION 1962 AND 1973 [Computer File].
# Madison, WI: University of Wisconsin [producer], 1983.
# Ann Arbor, MI: Inter-university Consortium for Political and Social Research
#  [distributor], 1994.

# the first value in each row is the case number, 1 to 20,700
# missing values are encoded as NA
# scaled.weight = 0.62*weight/mean(weight) where 0.62 is the design effect
#   for the survey

# for the definitions of the other variables, see the on-line supplemental
# Chapter 26 to Fox, Applied Regression Analysis and Generalized Linear Models,
# Third Edition.

education.father ses.father education ses.first ses age race weight scaled.weight
421 2 60 4 28 24 51 white 1.86712 0.532696728744282
422 0 33 5 29 NA 24 white 1.80265 0.514303182479369
423 0 23 5 48 48 50 white 1.73417 0.494765567337114
424 5 48 6 44 51 20 white 2.03227 0.579814677645327
425 0 18 5 16 59 35 white 1.55472 0.443567771816118
426 0 2 7 39 65 51 white 1.71551 0.489441795454017
427 5 NA 5 44 74 60 white 1.68054 0.4794647159925
428 3 19 8 44 72 33 white 1.57581 0.449584832320647
429 4 53 5 22 60 59 white 1.58055 0.45093717308838
430 NA 32 5 19 19 33 white 1.57581 0.449584832320647
431 NA 17 5 NA 41 46 white 1.61344 0.460320820314267
432 1 NA 5 4 40 48 negro 1.79558 0.512286083486149
433 NA 16 4 NA 27 34 negro 8.71427 2.48621573460433
434 3 14 3 39 44 64 negro 6.64257 1.8951515218384
435 0 NA 5 23 11 24 negro 2.03063 0.57934677915185
436 2 14 2 6 4 33 negro 8.71427 2.48621573460433
437 4 14 5 17 22 27 negro 1.88384 0.537467010946071
438 7 46 4 19 15 25 negro 1.88384 0.537467010946071
439 3 5 4 11 9 35 negro 2.08625 0.595215385375744
440 5 16 7 32 51 36 negro 2.08625 0.595215385375744
441 NA NA 3 28 17 51 white 1.72446 0.491995265890979
442 2 44 7 45 45 29 white 2.04471 0.583363858900725
443 5 23 2 39 8 42 white 1.713 0.488725682515829
444 5 19 2 28 44 63 white 7.38213 2.10615091807973
445 NA 14 2 7 4 58 negro 7.18616 2.05023990114883
446 5 NA 4 10 7 26 negro 2.28995 0.65333180191309
447 4 33 8 72 72 33 white 3.68334 1.05087148595321
448 6 66 5 82 61 48 white 3.44893 0.983993384821552
449 1 NA 4 19 17 40 white 1.55472 0.443567771816118
450 3 15 3 11 19 35 white 7.57717 2.16179660232835
451 5 34 5 34 24 35 white 1.85471 0.529156106607667
452 2 17 6 12 82 44 white 7.57717 2.16179660232835
453 3 27 3 8 15 45 white 1.72446 0.491995265890979
454 2 33 4 0 54 43 white 7.57717 2.16179660232835
455 2 27 5 23 67 44 white 1.7946 0.5120064856059
456 3 2 5 2 18 41 white 1.7946 0.5120064856059
457 3 27 5 27 22 48 white 1.73417 0.494765567337114
458 3 18 5 49 86 42 white 7.57717 2.16179660232835
459 4 37 5 33 37 32 white 1.84167 0.525435742976607
460 3 22 5 44 50 45 white 1.71551 0.489441795454017
461 2 NA 6 22 NA 20 negro 9.04035 2.57924764969759
462 8 NA 6 44 NA 20 negro 9.04035 2.57924764969759
463 2 15 2 28 40 55 white 1.5956 0.455230997677908
464 3 22 4 17 22 31 white 1.50478 0.429319692081827
465 5 15 4 39 49 30 white 1.49358 0.426124287736131
466 NA 33 4 7 49 53 white 1.67794 0.478722925697963
467 3 NA 5 44 68 43 white 6.56986 1.87440707094772
468 5 51 2 32 10 63 white 1.62276 0.462979853216221
469 5 23 3 31 52 60 white 1.67998 0.479304945775215
470 5 52 4 44 19 27 white 1.83324 0.523030630598552
471 NA 16 5 22 22 24 white 6.41165 1.82926913152517
472 2 22 8 NA 92 44 white 1.42943 0.407822038738238
473 0 39 3 22 39 29 white 1.53691 0.438486508298543
474 0 19 6 39 82 56 white 1.67998 0.479304945775215
475 NA 39 4 28 17 61 white 1.60859 0.458937096110997
476 0 16 1 6 22 39 white 6.40154 1.82638470849526
477 2 14 4 17 53 36 white 1.48547 0.423810472625096
478 2 39 5 44 59 55 white 1.62605 0.46391850324277
479 5 23 7 7 84 51 white 1.64467 0.469230862967489
480 7 87 8 NA NA 22 white 1.87237 0.534194574531327
481 5 39 8 72 66 32 white 1.53672 0.438432300546249
482 0 7 3 45 22 50 white 1.56643 0.446908681181127
483 3 22 4 7 NA 22 white 1.87237 0.534194574531327
484 0 NA 2 NA 10 47 negro 1.59054 0.453787359643157
485 4 8 4 9 NA 51 negro 6.57863 1.87690918667198
486 5 61 1 61 7 38 white 1.47359 0.420421061586983
487 7 93 5 25 NA 35 white 1.47359 0.420421061586983
488 3 10 4 19 44 27 white 1.53691 0.438486508298543
489 2 NA 5 15 65 63 white 1.68475 0.48066584566173
490 5 NA 5 44 15 31 white 1.31579 0.375400096787801
491 NA 14 2 11 11 27 white 6.25809 1.785457855514
492 0 2 3 NA 4 46 white 1.48345 0.423234158627033
493 4 39 5 9 26 25 white 1.53691 0.438486508298543
494 2 NA 1 11 8 63 negro 1.8524 0.528497054461367
495 2 NA 5 39 49 62 white 1.58233 0.451445014136178
496 1 16 8 72 84 29 white 1.68393 0.480431896414992
497 0 7 6 39 72 53 white 1.61526 0.460840073520443
498 0 23 4 28 NA 57 white 1.64147 0.46831789029729
499 2 15 4 17 16 20 white 1.59906 0.456218149377561
500 0 14 1 17 12 63 white 1.62784 0.464429197330162
501 6 53 5 22 65 31 white 1.80824 0.515898031612623
502 4 40 6 8 65 28 white 1.68393 0.480431896414992
503 2 17 5 33 34 47 white 1.61526 0.460840073520443
504 5 6 3 6 61 51 white 1.631 0.465330757841984
505 NA 33 4 15 33 47 white 1.62184 0.462717373573539
506 3 7 4 44 45 23 white 1.981 0.565187143644984
507 2 59 8 61 80 45 white 1.66359 0.47462881388004
508 7 59 5 61 59 59 white 1.62137 0.462583280712604
509 0 47 5 17 47 38 white 1.68672 0.481227894461821
510 5 72 3 9 9 64 white 1.56877 0.44757629244621
511 4 NA 8 93 93 26 white 1.68393 0.480431896414992
512 5 29 5 12 59 53 white 1.67635 0.478269292402458
513 0 12 3 7 NA 61 white 1.62784 0.464429197330162
514 0 NA 5 44 44 43 white 1.64411 0.469071092750204
515 4 10 5 22 65 29 white 3.36786 0.960863792829983
516 2 22 5 17 17 49 white 3.377 0.963471471019238
517 3 65 4 23 10 41 white 3.37344 0.962455788923642
518 0 23 5 58 33 37 white 3.28823 0.938145038540003
519 5 37 5 15 37 36 white 3.28823 0.938145038540003
520 0 23 3 28 16 61 white 3.17755 0.9065675963095
521 0 9 3 27 32 44 white 1.57494 0.449336617875937
522 1 20 2 6 32 27 white 1.56192 0.445621960324065
523 NA 37 4 24 6 42 white 1.65254 0.47147620512826
524 1 6 2 6 21 56 white 1.62968 0.464954156615526
525 5 44 7 51 78 51 white 1.631 0.465330757841984
526 7 78 6 17 66 22 white 1.981 0.565187143644984
527 7 78 6 62 NA 24 white 1.83059 0.522274575106043
528 2 61 4 16 16 29 white 1.56192 0.445621960324065
529 2 6 2 11 9 26 negro 1.76949 0.504842503184434
530 2 14 2 12 7 42 white 1.75641 0.501110727394996
531 3 22 5 44 68 38 white 3.04202 0.867900350686984
532 1 22 2 3 44 36 white 1.7835 0.508839611656148
533 2 19 4 44 19 31 negro 1.58159 0.451233889206194
534 4 27 6 44 51 60 white 1.68497 0.480728612532806
535 3 39 4 23 22 53 white 1.65248 0.471459086890693
536 4 22 5 8 17 21 white 1.94483 0.554867699432143
537 NA 41 5 52 85 59 white 1.70139 0.485413303546764
538 2 19 4 32 44 53 white 1.65248 0.471459086890693
539 3 33 3 44 19 64 white 1.75055 0.499438846192694
540 3 29 3 29 10 59 white 1.78067 0.508032201450941
541 2 22 4 22 44 47 white 1.65248 0.471459086890693
542 4 44 5 19 19 20 white 1.94483 0.554867699432143
543 NA 23 6 45 NA 26 white 1.97792 0.564308407449918
544 NA 23 5 45 45 21 white 2.21073 0.63073002224648
545 0 6 3 6 49 59 white 1.78067 0.508032201450941
546 3 49 7 78 78 33 white 1.89744 0.541347144794416
547 0 NA 5 28 61 44 white 1.55848 0.444640514703602
548 3 15 8 96 96 58 white 1.78067 0.508032201450941
549 5 29 6 49 73 60 white 1.73528 0.495082254732089
550 0 16 5 39 72 53 white 1.83014 0.522146188324296
551 0 27 4 19 19 43 white 1.75641 0.501110727394996
552 4 15 5 6 NA 21 white 1.87796 0.535789423664581
553 3 15 4 15 NA 20 white 1.87796 0.535789423664581
554 1 22 1 4 27 54 white 7.24324 2.06652505115351
555 3 14 4 7 7 44 negro 8.75082 2.49664359432176
556 2 12 3 32 18 52 white 1.91727 0.547004722310055
557 0 29 4 61 39 21 negro 2.12542 0.606390741466897
558 6 79 7 78 78 46 white 3.55599 1.01453802671889
559 0 29 5 39 61 35 white 1.81722 0.518460061168369
560 3 82 8 92 92 59 white 1.68054 0.4794647159925
561 0 16 5 28 74 49 white 7.27185 2.074687597433
562 0 14 3 6 15 41 white 1.55472 0.443567771816118
563 3 27 3 7 27 56 white 7.60498 2.1697309054403
564 2 22 3 12 10 55 white 3.9625 1.13051693926969
565 2 2 2 2 27 52 white 6.87869 1.96251749274069
566 2 14 2 16 16 60 white 1.68718 0.481359134283162
567 8 72 6 27 51 31 white 1.84167 0.525435742976607
568 5 39 8 39 72 32 white 1.84167 0.525435742976607
569 NA NA 4 13 27 46 white 1.71551 0.489441795454017
570 3 16 5 16 33 50 white 7.28103 2.07730668778064
571 5 61 8 NA NA 23 white 7.92914 2.26221503693144
572 5 54 5 22 15 29 white 1.81401 0.517544235458575
573 3 10 6 44 70 43 white 1.713 0.488725682515829
574 3 6 6 28 78 32 white 1.57581 0.449584832320647
575 5 11 7 19 44 35 negro 1.57423 0.449134052064737
576 5 56 5 44 62 54 white 1.71493 0.489276319157543
577 5 19 7 60 NA 25 white 1.72614 0.492474576542833
578 NA 14 5 12 32 58 white 1.67998 0.479304945775215
579 0 22 5 44 44 42 white 1.59094 0.453901481226931
580 3 23 3 22 22 56 white 1.67998 0.479304945775215
581 2 23 5 39 65 21 white 2.02622 0.578088588690732
582 0 2 4 2 17 48 white 1.70432 0.486249244147915
583 2 39 7 82 82 46 white 1.64104 0.468195209594732
584 3 29 7 39 61 27 white 1.94223 0.554125909137606
585 6 61 8 NA NA 24 white 1.51855 0.433248327603276
586 0 14 5 14 16 31 white 1.55159 0.44267477042308
587 3 47 6 15 15 41 white 1.51616 0.432566451140222
588 NA NA 4 44 29 36 white 1.56569 0.446697556251143
589 3 32 6 45 44 23 white 1.7447 0.497769818029987
590 5 44 5 7 17 29 white 1.68393 0.480431896414992
591 2 12 2 12 12 24 white 1.76973 0.504910976134699
592 0 12 3 32 39 50 white 1.67033 0.476551762566646
593 4 23 4 19 19 51 white 1.61526 0.460840073520443
594 5 19 6 44 NA 23 white 1.83059 0.522274575106043
595 5 23 3 36 33 48 white 1.6885 0.481735735509619
596 3 11 5 51 10 57 white 5.70971 1.62900287023786
597 5 15 4 28 37 52 white 1.61526 0.460840073520443
598 1 39 5 44 78 52 white 1.58795 0.453048422388214
599 3 85 5 39 44 41 white 1.64411 0.469071092750204
600 1 17 4 52 27 46 white 1.82747 0.521384426752599
601 6 44 5 2 65 59 white 1.65408 0.471915573225793
602 NA NA 5 31 44 60 white 1.64218 0.468520456108491
603 0 22 5 9 18 40 white 1.64411 0.469071092750204
604 2 3 4 53 53 47 white 1.71504 0.489307702593081
605 5 19 4 44 44 56 white 1.65408 0.471915573225793
606 3 14 3 6 30 57 white 1.64218 0.468520456108491
607 3 65 5 44 62 33 white 1.58573 0.452415047598264
608 1 17 3 32 15 61 white 1.78067 0.508032201450941
609 4 NA 4 32 17 25 negro 1.37825 0.393220182094245
610 5 22 5 51 51 22 white 1.77918 0.50760709855138
611 NA NA 3 9 27 56 white 1.6959 0.483846984809454
612 1 6 1 6 11 40 white 1.79433 0.511929453536852
613 2 47 4 28 65 57 white 1.68497 0.480728612532806
614 3 74 8 72 72 25 white 2.10064 0.599320909352044
615 3 74 7 NA 84 21 white 2.21073 0.63073002224648
616 3 51 4 44 27 56 white 1.68497 0.480728612532806
617 7 59 7 77 86 29 white 7.66343 2.1864069218694
618 0 51 4 28 65 57 white 1.58055 0.45093717308838
619 4 60 5 32 27 24 white 1.78784 0.510077830840105
620 NA 17 3 39 44 64 white 1.63754 0.467196645736702
621 6 NA 5 44 22 26 negro 5.94568 1.69632604554624
622 3 65 5 28 44 57 white 1.59596 0.455333707103306
623 NA 33 5 39 33 46 white 7.24324 2.06652505115351
624 4 33 7 65 65 20 white 8.58068 2.44810197866312
625 4 49 4 44 65 55 white 1.66593 0.475296425145123
626 1 14 2 32 15 39 white 1.85471 0.529156106607667
627 0 14 1 17 18 57 negro 8.83982 2.52203564671166
628 2 NA 1 6 9 48 white 7.28103 2.07730668778064
629 1 33 2 2 16 58 white 1.80036 0.513649836412258
630 NA 59 2 27 22 34 negro 1.67169 0.476939775951481
631 1 NA 2 28 14 21 white 1.78784 0.510077830840105
632 4 12 2 6 NA 49 negro 1.52874 0.436155574949941
633 5 26 5 26 16 24 white 1.74991 0.499256251658654
634 0 7 5 NA 52 29 white 2.04471 0.583363858900725
635 5 18 3 44 22 38 white 1.7946 0.5120064856059
636 1 14 2 22 14 32 white 6.13802 1.75120140910438
637 0 8 4 NA 15 47 white 1.7046 0.486329129256557
638 NA NA 3 28 21 63 white 1.62276 0.462979853216221
639 2 33 7 78 78 42 white 1.58244 0.451476397571716
640 NA 18 3 18 22 47 white 1.67794 0.478722925697963
641 5 72 3 12 17 58 white 6.73695 1.92207850953007
642 4 2 3 11 10 32 white 1.50478 0.429319692081827
643 1 14 1 39 19 35 white 1.53945 0.439211180355513
644 0 27 5 26 22 38 white 1.58244 0.451476397571716
645 0 21 7 51 72 48 white 7.1972 2.05338965686102
646 0 21 5 15 33 46 white 13.97004 3.98570772549529
647 0 12 3 12 10 48 white 1.65988 0.473570336190528
648 4 17 4 29 29 46 white 1.64104 0.468195209594732
649 0 14 3 6 26 63 white 1.5956 0.455230997677908
650 2 23 5 44 61 36 white 2.81856 0.804146327911159
651 4 14 2 14 44 30 negro 3.08737 0.880838885247458
652 5 52 2 9 15 45 negro 13.05112 3.72353621108931
653 1 14 1 6 17 30 white 2.98717 0.852251428511856
654 NA 19 4 32 19 40 white 1.65923 0.473384888616894
655 NA 27 3 12 15 39 white 1.64411 0.469071092750204
656 2 33 6 15 22 30 white 1.7096 0.487755649053743
657 2 17 4 18 18 25 white 1.78109 0.508152029113905
658 3 NA 8 13 61 32 white 1.83987 0.52492219584962
659 3 NA 0 NA NA 38 white 1.50616 0.42971341154585
660 6 14 3 16 NA 37 white 1.64411 0.469071092750204
661 2 13 4 12 31 21 white 1.61221 0.45996989644416
662 5 23 3 39 NA 56 white 1.58233 0.451445014136178
663 4 16 4 16 67 33 white 1.58573 0.452415047598264
664 2 23 5 72 32 60 white 1.64218 0.468520456108491
665 5 32 6 67 67 25 white 2.20163 0.628133756215602
666 NA 23 4 22 24 49 white 1.67033 0.476551762566646
667 0 22 2 18 16 58 white 1.58878 0.453285224674547
668 0 47 1 12 39 64 white 1.58878 0.453285224674547
669 NA 14 2 6 22 21 white 1.70577 0.486662934889099
670 3 14 4 32 NA 29 white 1.68487 0.480700082136862
671 0 14 4 19 11 27 white 1.7711 0.505301842559127
672 0 14 0 22 11 44 white 1.57494 0.449336617875937
673 3 23 2 3 17 54 white 1.83014 0.522146188324296
674 2 2 2 9 22 46 white 1.5689 0.447613381960937
675 5 44 5 11 7 32 white 1.73711 0.495604360977859
676 5 14 5 14 NA 62 white 1.75823 0.501629980601171
677 5 32 7 78 62 25 white 2.10064 0.599320909352044
678 5 32 7 84 84 23 white 2.21073 0.63073002224648
679 5 71 5 44 68 60 white 1.68497 0.480728612532806
680 4 53 7 51 78 30 white 1.62807 0.464494817240833
681 2 44 2 31 16 47 other 1.80262 0.514294623360586
682 3 10 5 18 18 52 white 1.81772 0.518602713148087
683 3 2 4 44 56 57 white 1.78067 0.508032201450941
684 4 56 8 51 78 34 white 1.89744 0.541347144794416
685 0 51 3 7 15 49 negro 1.75284 0.500092192259805
686 5 22 5 44 52 22 negro 2.55231 0.72818414871102
687 6 22 6 11 44 21 negro 2.08619 0.595198267138177
688 5 37 6 28 NA 22 negro 1.88864 0.538836469951369
689 NA NA 4 50 10 27 negro 1.75736 0.501381766156461
690 5 44 6 32 65 30 white 1.62807 0.464494817240833
691 8 NA 7 70 78 37 other 1.61473 0.460688862421941
692 6 78 6 10 27 40 white 1.75641 0.501110727394996
693 4 37 5 16 36 44 white 1.83776 0.524320204495208
694 3 14 5 14 27 55 white 1.81943 0.519090582918725
695 5 40 4 17 15 37 white 1.68284 0.480120915099205
696 2 2 5 44 62 47 white 1.73119 0.493915361537991
697 7 NA 6 61 79 39 white 7.83099 2.23421245331269
698 6 NA 5 19 19 27 white 1.81503 0.517835245497201
699 3 23 4 28 72 51 white 1.72446 0.491995265890979
700 4 44 6 44 44 26 white 8.6332 2.46308614261276
701 NA 16 5 39 NA 63 white 1.7484 0.498825442679904
702 5 13 5 28 17 24 white 2.03227 0.579814677645327
703 5 13 5 28 67 23 white 2.03227 0.579814677645327
704 1 14 3 32 59 55 white 1.80118 0.513883785658997
705 3 NA 3 22 44 38 white 1.85471 0.529156106607667
706 0 14 1 14 43 58 white 1.58055 0.45093717308838
707 2 41 6 39 74 29 white 8.6332 2.46308614261276
708 6 79 5 11 52 32 white 7.77591 2.21849791122689
709 2 NA 6 44 40 40 white 1.77702 0.506990841998995
710 0 23 4 33 NA 63 white 1.7484 0.498825442679904
711 3 17 3 28 65 60 white 1.68718 0.481359134283162
712 0 6 2 6 15 48 white 1.72446 0.491995265890979
713 NA NA 4 NA 7 43 negro 2.227 0.635371917666522
714 3 17 7 44 65 23 white 1.74991 0.499256251658654
715 1 18 7 44 65 23 white 2.03227 0.579814677645327
716 3 17 5 36 44 47 white 1.61344 0.460320820314267
717 5 15 6 22 65 47 white 1.8066 0.515430133119146
718 0 19 3 39 13 57 white 1.69882 0.484680072371011
719 3 13 6 22 NA 22 white 1.87796 0.535789423664581
720 3 NA 4 21 26 42 white 1.85471 0.529156106607667
721 NA NA 4 NA 15 33 white 6.65343 1.89824992283788
722 NA 41 6 39 49 63 white 1.59596 0.455333707103306
723 5 61 7 79 61 35 white 7.83099 2.23421245331269
724 7 72 7 82 82 28 white 1.89313 0.540117484729242
725 0 61 8 79 85 33 white 1.57581 0.449584832320647
726 0 2 4 39 27 49 white 1.832 0.52267685368885
727 2 10 4 39 15 43 white 1.77702 0.506990841998995
728 0 7 5 48 17 39 negro 1.72698 0.492714231868761
729 0 17 5 28 79 50 white 1.71551 0.489441795454017
730 0 17 6 78 78 36 white 1.55472 0.443567771816118
731 NA 47 6 25 53 49 white 1.8066 0.515430133119146
732 3 31 5 29 29 24 white 1.79254 0.51141875944946
733 NA NA 3 39 15 37 white 1.47359 0.420421061586983
734 4 17 3 17 27 56 white 1.5956 0.455230997677908
735 2 33 5 28 44 21 white 1.51855 0.433248327603276
736 3 7 5 44 65 28 white 1.48218 0.422871822598547
737 5 15 6 44 44 51 white 1.54975 0.442149811137715
738 4 27 6 43 31 34 negro 1.38848 0.396138841599287
739 NA NA 3 9 24 55 white 1.5956 0.455230997677908
740 2 6 5 39 18 56 white 1.65882 0.473267913993525
741 5 40 5 39 40 20 white 2.02622 0.578088588690732
742 5 34 6 65 76 51 white 1.64104 0.468195209594732
743 5 62 6 39 NA 21 white 1.87237 0.534194574531327
744 0 44 8 31 84 51 white 1.67794 0.478722925697963
745 5 51 7 65 78 59 white 1.5956 0.455230997677908
746 3 64 8 81 84 38 white 1.58244 0.451476397571716
747 4 34 6 82 27 27 white 1.83324 0.523030630598552
748 2 9 5 15 40 39 white 1.58244 0.451476397571716
749 1 12 5 44 62 29 white 1.48218 0.422871822598547
750 3 33 2 33 59 49 white 1.64104 0.468195209594732
751 1 14 5 39 59 53 white 1.67794 0.478722925697963
752 7 65 6 66 31 24 white 2.02622 0.578088588690732
753 5 19 4 24 21 29 white 1.48218 0.422871822598547
754 5 51 2 19 NA 57 white 1.67998 0.479304945775215
755 5 33 5 33 44 29 white 1.83324 0.523030630598552
756 2 NA 5 19 19 45 white 1.65988 0.473570336190528
757 2 17 4 22 22 46 white 1.64104 0.468195209594732
758 3 10 7 52 39 37 white 1.47516 0.420868988803299
759 4 17 4 32 17 30 white 1.50478 0.429319692081827
760 1 44 7 44 52 37 white 1.51616 0.432566451140222
761 2 23 6 39 72 41 white 1.63014 0.465085396436867
762 3 37 3 28 37 58 white 1.61114 0.459664621207562
763 4 37 5 44 44 21 white 2.02622 0.578088588690732
764 3 56 2 28 NA 62 white 1.5956 0.455230997677908
765 3 14 4 6 7 63 white 1.67998 0.479304945775215
766 4 7 8 66 61 31 white 1.69746 0.484292058986176
767 2 14 5 39 22 44 negro 1.88565 0.537983411112652
768 4 22 4 22 10 31 negro 1.67951 0.479170852914279
769 5 40 7 61 11 58 white 1.64218 0.468520456108491
770 NA 14 1 64 4 58 white 1.59776 0.455847254230293
771 NA 7 2 7 9 46 white 1.6376 0.467213763974269
772 NA 78 2 44 6 63 white 1.91589 0.546611002846032
773 0 16 7 23 82 46 white 1.6885 0.481735735509619
774 1 8 3 9 43 50 white 1.61526 0.460840073520443
775 3 61 3 39 79 29 white 1.78109 0.508152029113905
776 7 44 4 21 27 50 white 1.61526 0.460840073520443
777 2 17 4 39 37 39 white 1.64411 0.469071092750204
778 NA 15 2 23 9 60 white 1.56877 0.44757629244621
779 2 14 2 16 16 61 white 1.58878 0.453285224674547
780 5 37 5 44 16 61 white 1.65408 0.471915573225793
781 5 15 3 44 36 51 white 1.631 0.465330757841984
782 5 14 6 62 68 62 white 1.91589 0.546611002846032
783 4 59 5 61 10 25 white 1.68487 0.480700082136862
784 3 19 5 22 44 55 white 1.58878 0.453285224674547
785 1 32 4 NA NA 38 white 1.50616 0.42971341154585
786 3 NA 2 39 NA 62 white 1.58878 0.453285224674547
787 0 60 7 39 73 45 white 1.66359 0.47462881388004
788 2 51 4 7 27 43 white 1.65254 0.47147620512826
789 0 37 4 14 22 53 white 1.72003 0.490731369350672
790 5 62 6 72 72 40 white 1.60799 0.458765913735335
791 0 61 5 22 22 31 white 1.62807 0.464494817240833
792 3 33 5 44 27 59 white 1.70139 0.485413303546764
793 6 16 3 16 16 39 white 1.69877 0.484665807173039
794 3 11 3 16 16 51 white 1.79482 0.512069252476977
795 4 61 4 50 42 64 white 1.65657 0.472625980084791
796 5 14 3 29 19 60 white 1.81234 0.517067777846315
797 3 29 6 28 79 56 white 1.70139 0.485413303546764
798 3 39 4 44 82 59 white 1.78067 0.508032201450941
799 7 16 6 44 50 37 white 1.75641 0.501110727394996
800 2 32 5 39 79 34 white 1.6298 0.464988393090659
801 0 15 4 16 19 33 white 1.73614 0.495327616137205
802 4 44 4 28 44 50 white 1.87913 0.536123229297122
803 0 15 4 32 37 57 white 1.79284 0.511504350637291
804 4 37 6 NA NA 20 white 2.04287 0.58283889961536
805 3 17 5 9 44 45 white 1.73679 0.495513063710839
806 2 53 6 44 37 52 white 1.73679 0.495513063710839
807 6 37 6 NA 17 21 white 2.21073 0.63073002224648
808 5 23 4 39 65 59 white 1.75823 0.501629980601171
809 4 16 5 16 16 63 white 1.82108 0.519561334451796
810 NA NA 3 NA 22 42 white 7.57717 2.16179660232835
811 NA 73 5 41 33 46 white 7.62785 2.17625580699263
812 NA 49 3 39 39 45 white 7.32202 2.08900129707796
813 0 23 5 44 44 41 white 1.7946 0.5120064856059
814 1 6 4 11 16 49 white 1.71551 0.489441795454017
815 2 22 2 22 24 49 white 7.62785 2.17625580699263
816 2 14 2 2 11 59 white 1.58055 0.45093717308838
817 2 15 2 39 16 32 white 1.8427 0.525729606054827
818 2 15 2 39 16 29 white 1.81503 0.517835245497201
819 5 14 3 NA 16 29 white 7.66343 2.1864069218694
820 3 16 5 44 44 51 white 1.73417 0.494765567337114
821 0 NA 3 44 44 51 white 1.71551 0.489441795454017
822 2 39 5 16 44 47 white 1.61344 0.460320820314267
823 1 50 5 29 50 57 white 1.58055 0.45093717308838
824 NA 25 5 44 36 61 white 7.03392 2.00680522636412
825 6 39 5 44 18 24 white 1.79254 0.51141875944946
826 5 7 5 49 44 30 white 1.81894 0.5189507839786
827 3 29 7 44 65 33 white 1.84167 0.525435742976607
828 4 47 5 28 78 41 white 1.85471 0.529156106607667
829 3 33 4 18 44 46 white 1.62916 0.464805798556619
830 NA 7 4 39 19 38 white 1.713 0.488725682515829
831 2 17 5 31 17 51 white 1.71551 0.489441795454017
832 6 19 5 16 23 49 white 1.71551 0.489441795454017
833 5 14 5 6 NA 62 white 1.67744 0.478580273718244
834 NA 36 4 19 29 44 white 1.7946 0.5120064856059
835 4 33 5 17 39 42 white 7.57717 2.16179660232835
836 2 NA 2 NA 22 36 white 1.77702 0.506990841998995
837 3 39 7 22 78 36 white 1.85471 0.529156106607667
838 1 23 5 22 47 40 white 1.85471 0.529156106607667
839 5 17 6 70 85 29 white 1.81401 0.517544235458575
840 7 33 7 14 84 49 white 1.71551 0.489441795454017
841 6 82 6 28 79 49 white 1.73417 0.494765567337114
842 5 40 5 44 40 34 white 1.80113 0.513869520461025
843 5 65 5 22 69 33 white 1.84167 0.525435742976607
844 0 14 1 14 22 60 negro 1.91435 0.546171634748499
845 2 NA 5 11 13 51 negro 1.69802 0.484451829203461
846 7 72 5 28 19 57 negro 1.6792 0.479082408686854
847 NA 19 4 27 23 36 negro 8.89684 2.53830367847877
848 5 17 5 10 16 43 negro 2.07257 0.591312427210644
849 2 14 3 14 19 24 white 1.80245 0.514246121687482
850 0 NA 6 28 60 44 white 1.63014 0.465085396436867
851 4 44 6 67 67 22 white 1.61253 0.460061193711179
852 5 82 6 84 79 31 white 1.50478 0.429319692081827
853 4 15 5 22 10 28 white 1.52829 0.436027188168194
854 7 85 5 78 78 61 white 1.62276 0.462979853216221
855 5 51 7 44 52 37 white 1.55602 0.443938666963386
856 3 14 5 78 70 41 other 1.51861 0.433265445840843
857 2 64 5 17 48 39 white 1.51616 0.432566451140222
858 2 39 8 44 44 51 white 1.67794 0.478722925697963
859 NA 33 6 32 44 48 white 7.08463 2.02127299014718
860 NA 12 2 32 15 64 white 1.60859 0.458937096110997
861 NA 23 5 15 41 46 white 1.56643 0.446908681181127
862 4 39 5 33 37 38 white 6.68138 1.90622416850415
863 2 37 5 44 65 43 white 1.42943 0.407822038738238
864 4 25 4 21 9 32 white 1.49358 0.426124287736131
865 NA 3 4 9 24 53 white 1.90085 0.542320031296097
866 0 23 6 39 59 35 white 1.47359 0.420421061586983
867 2 51 7 44 66 51 white 1.6288 0.464703089131222
868 7 66 7 66 66 22 white 2.02622 0.578088588690732
869 5 16 7 78 78 51 white 1.6288 0.464703089131222
870 NA NA 5 52 79 51 white 7.08463 2.02127299014718
871 5 52 6 NA 52 21 white 8.55514 2.4408153155391
872 4 15 4 18 79 53 white 1.6288 0.464703089131222
873 5 70 6 NA NA 20 white 1.87237 0.534194574531327
874 NA 39 5 39 79 55 white 3.96896 1.13236000284765
875 NA 59 5 39 44 49 white 3.3087 0.943985210589682
